"Feature Name"|"ID"|"Class"|"County"|"State"|"Latitude"|"Longitude"|"Ele(ft)"|"Map"|"BGN Date"|"Entry Date"|
"County Ambulance Service"|"2669346"|"Building"|"Berkshire"|"MA"|"422749N"|"0731511W"|"1001"|"Pittsfield West"|""|"17-JUN-2011"
"Court Hill"|"607375"|"Summit"|"Berkshire"|"MA"|"422544N"|"0731318W"|"1079"|"Pittsfield East"|""|"24-FEB-1974"
"Covered Bridge"|"605997"|"Bridge"|"Berkshire"|"MA"|"420632N"|"0732025W"|"650"|"Ashley Falls"|""|"27-AUG-2002"
"Cowan Brook"|"607547"|"Stream"|"Berkshire"|"MA"|"424432N"|"0730659W"|"1565"|"North Adams"|""|"24-FEB-1974"
"Cowles Hill"|"607376"|"Summit"|"Berkshire"|"MA"|"420607N"|"0730943W"|"1755"|"South Sandisfield"|""|"24-FEB-1974"
"Cranberry Pond"|"607377"|"Lake"|"Berkshire"|"MA"|"422045N"|"0732259W"|"896"|"State Line"|""|"24-FEB-1974"
"Cranberry Pond"|"607378"|"Lake"|"Berkshire"|"MA"|"422657N"|"0732148W"|"1785"|"Pittsfield West"|""|"24-FEB-1974"
"Crane Hill"|"608034"|"Summit"|"Berkshire"|"MA"|"422120N"|"0730433W"|"1673"|"Becket"|""|"24-FEB-1974"
"Crane Lake"|"607379"|"Lake"|"Berkshire"|"MA"|"422022N"|"0732259W"|"896"|"State Line"|""|"24-FEB-1974"
"Crane Lake Camp"|"604072"|"Locale"|"Berkshire"|"MA"|"422020N"|"0732242W"|"961"|"State Line"|""|"27-AUG-2002"
"Crane Lake Camp"|"617956"|"Populated Place"|"Berkshire"|"MA"|"422017N"|"0732243W"|"988"|"State Line"|""|"24-FEB-1974"
"Crane Museum"|"606015"|"Building"|"Berkshire"|"MA"|"422812N"|"0731036W"|"1047"|"Pittsfield East"|""|"27-AUG-2002"
"Crane Paper Museum"|"1978693"|"Building"|"Berkshire"|"MA"|"422811N"|"0731153W"|"1004"|"Pittsfield East"|""|"16-JAN-2003"
"Crane School"|"598741"|"School"|"Berkshire"|"MA"|"423040N"|"0730328W"|"2034"|"Windsor"|""|"27-AUG-2002"
"Crane School (historical)"|"606667"|"School"|"Berkshire"|"MA"|"422731N"|"0731348W"|"1093"|"Pittsfield East"|""|"27-AUG-2002"
"Craneville School"|"618116"|"School"|"Berkshire"|"MA"|"422830N"|"0731038W"|"1148"|"Pittsfield East"|""|"27-AUG-2002"
"Cranwell Golf Course"|"1978694"|"Locale"|"Berkshire"|"MA"|"422033N"|"0731518W"|"1099"|"Stockbridge"|""|"16-JAN-2003"
"Cranwell Resort"|"1978695"|"Locale"|"Berkshire"|"MA"|"422025N"|"0731558W"|"1224"|"Stockbridge"|""|"16-JAN-2003"
"Cranwell School"|"598703"|"School"|"Berkshire"|"MA"|"422024N"|"0731558W"|"1224"|"Stockbridge"|""|"27-AUG-2002"
"Crosby Junior High School"|"598679"|"School"|"Berkshire"|"MA"|"422658N"|"0731622W"|"1109"|"Pittsfield West"|""|"27-AUG-2002"
"Crystal Brook"|"607380"|"Stream"|"Berkshire"|"MA"|"421310N"|"0731150W"|"1096"|"Monterey"|""|"24-FEB-1974"
"Crystal Lake"|"607381"|"Lake"|"Berkshire"|"MA"|"422206N"|"0732058W"|"1099"|"Stockbridge"|""|"24-FEB-1974"
"Curtin Pond"|"607382"|"Lake"|"Berkshire"|"MA"|"421123N"|"0730918W"|"1342"|"Monterey"|""|"24-FEB-1974"
"Cushman Brook"|"608035"|"Stream"|"Berkshire"|"MA"|"421606N"|"0730043W"|"919"|"Becket"|""|"24-FEB-1974"
"Dalton"|"607383"|"Populated Place"|"Berkshire"|"MA"|"422825N"|"0730958W"|"1129"|"Pittsfield East"|""|"24-FEB-1974"
"Dalton Ambulance and Rescue"|"2669347"|"Building"|"Berkshire"|"MA"|"422826N"|"0731020W"|"1155"|"Pittsfield East"|""|"17-JUN-2011"
"Dalton Avenue Plaza Shopping Center"|"1978696"|"Locale"|"Berkshire"|"MA"|"422753N"|"0731246W"|"997"|"Pittsfield East"|""|"16-JAN-2003"
"Dalton Center School (historical)"|"618111"|"School"|"Berkshire"|"MA"|"422830N"|"0730928W"|"1152"|"Pittsfield East"|""|"27-AUG-2002"
"Dalton Fire Department"|"2659225"|"Building"|"Berkshire"|"MA"|"422827N"|"0731020W"|"1155"|"Pittsfield East"|""|"17-JAN-2011"
"Dalton Free Public Library"|"1978697"|"Building"|"Berkshire"|"MA"|"422823N"|"0731010W"|"1152"|"Pittsfield East"|""|"16-JAN-2003"
"Dalton Grange Hall Number 23"|"1978698"|"Building"|"Berkshire"|"MA"|"422739N"|"0731052W"|"1129"|"Pittsfield East"|""|"16-JAN-2003"
"Dalton Junior High School"|"618113"|"School"|"Berkshire"|"MA"|"422830N"|"0730958W"|"1125"|"Pittsfield East"|""|"27-AUG-2002"
"Dalton Police Department"|"2754911"|"Building"|"Berkshire"|"MA"|"422822N"|"0731011W"|"1152"|"Pittsfield East"|""|"27-JUN-2014"
"Dalton Post Office"|"1978699"|"Post Office"|"Berkshire"|"MA"|"422823N"|"0730951W"|"1119"|"Pittsfield East"|""|"16-JAN-2003"
"Dalton Townhall"|"604011"|"Building"|"Berkshire"|"MA"|"422824N"|"0731011W"|"1155"|"Pittsfield East"|""|"27-AUG-2002"
"Dalton United Methodist Church"|"1978700"|"Church"|"Berkshire"|"MA"|"422829N"|"0730932W"|"1158"|"Pittsfield East"|""|"16-JAN-2003"
"Daniels Brook"|"607384"|"Stream"|"Berkshire"|"MA"|"422909N"|"0731631W"|"1079"|"Pittsfield West"|""|"24-FEB-1974"
"David and Joyce Milne Public Library"|"2342174"|"Building"|"Berkshire"|"MA"|"424251N"|"0731243W"|"702"|"Williamstown"|""|"23-AUG-2007"
"Davis Pond"|"607386"|"Lake"|"Berkshire"|"MA"|"420811N"|"0732416W"|"699"|"Egremont"|""|"24-FEB-1974"
"Dawes School (historical)"|"618123"|"School"|"Berkshire"|"MA"|"422636N"|"0731415W"|"997"|"Pittsfield East"|""|"27-AUG-2002"
"Day Mountain"|"598524"|"Summit"|"Berkshire"|"MA"|"422743N"|"0730940W"|"1788"|"Pittsfield East"|""|"24-FEB-1974"
"DeSisto School"|"2342187"|"School"|"Berkshire"|"MA"|"421951N"|"0732002W"|"1063"|"Stockbridge"|""|"23-AUG-2007"
"Dean Pond (historical)"|"607387"|"Lake"|"Berkshire"|"MA"|"423720N"|"0730811W"|"997"|"Cheshire"|""|"24-FEB-1974"
"Deer Hill Trail"|"604034"|"Trail"|"Berkshire"|"MA"|"423744N"|"0731129W"|"2205"|"Williamstown"|""|"27-AUG-2002"
"Deer Ridge"|"607388"|"Ridge"|"Berkshire"|"MA"|"423927N"|"0731340W"|"1296"|"Williamstown"|""|"24-FEB-1974"
"Dehon Seminary"|"618086"|"School"|"Berkshire"|"MA"|"421228N"|"0732213W"|"988"|"Great Barrington"|""|"27-AUG-2002"
"Deming Park"|"604028"|"Park"|"Berkshire"|"MA"|"422643N"|"0731406W"|"991"|"Pittsfield East"|""|"27-AUG-2002"
"Denison Park"|"1978701"|"Park"|"Berkshire"|"MA"|"424227N"|"0731221W"|"656"|"Williamstown"|""|"16-JAN-2003"
"Depot Brook"|"608036"|"Stream"|"Berkshire"|"MA"|"421958N"|"0730457W"|"1188"|"Becket"|""|"24-FEB-1974"
"Dewey Hill"|"607389"|"Summit"|"Berkshire"|"MA"|"422313N"|"0731327W"|"1693"|"Pittsfield East"|""|"24-FEB-1974"
"Dimmock Brook"|"608037"|"Stream"|"Berkshire"|"MA"|"421123N"|"0730518W"|"1204"|"Otis"|""|"24-FEB-1974"
"Dodds Mountain"|"608038"|"Summit"|"Berkshire"|"MA"|"420406N"|"0730704W"|"1693"|"Tolland Center"|""|"24-FEB-1974"
"Doll Mountain"|"607390"|"Summit"|"Berkshire"|"MA"|"422733N"|"0732043W"|"1903"|"Pittsfield West"|""|"24-FEB-1974"
"Dorman Mountain"|"607391"|"Summit"|"Berkshire"|"MA"|"421437N"|"0730938W"|"1952"|"Monterey"|""|"24-FEB-1974"
"Doty Hollow"|"607392"|"Valley"|"Rensselaer"|"NY"|"423159N"|"0732056W"|"961"|"Hancock"|""|"24-FEB-1974"
"Downing Industrial Park"|"1978702"|"Locale"|"Berkshire"|"MA"|"422757N"|"0731155W"|"1004"|"Pittsfield East"|""|"16-JAN-2003"
"Drowned Land Brook"|"607549"|"Stream"|"Berkshire"|"MA"|"423409N"|"0730154W"|"1736"|"Windsor"|""|"24-FEB-1974"
"Drury"|"607884"|"Populated Place"|"Berkshire"|"MA"|"423908N"|"0725951W"|"1598"|"Rowe"|""|"24-FEB-1974"
"Drury High School"|"606650"|"School"|"Berkshire"|"MA"|"424012N"|"0730543W"|"853"|"North Adams"|""|"27-AUG-2002"
"Drury Post Office"|"1978703"|"Post Office"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"16-JAN-2003"
"Dry Brook"|"607393"|"Stream"|"Berkshire"|"MA"|"420343N"|"0732431W"|"676"|"Bash Bish Falls"|""|"24-FEB-1974"
"Dry Brook"|"607394"|"Stream"|"Berkshire"|"MA"|"423640N"|"0730730W"|"876"|"Cheshire"|""|"24-FEB-1974"
"Dry Hill"|"607395"|"Summit"|"Berkshire"|"MA"|"420839N"|"0731407W"|"1745"|"Monterey"|""|"24-FEB-1974"
"Dubois Cemetery"|"600354"|"Cemetery"|"Berkshire"|"MA"|"420703N"|"0730809W"|"1434"|"South Sandisfield"|""|"27-AUG-2002"
"Dubois Landing Strip (historical)"|"618508"|"Airport"|"Berkshire"|"MA"|"422944N"|"0725943W"|"1703"|"Worthington"|""|"01-APR-1990"
"Duck Pond Brook"|"607035"|"Stream"|"Berkshire"|"MA"|"421935N"|"0731910W"|"925"|"Stockbridge"|""|"27-AUG-2002"
"Dugway Hill"|"607396"|"Summit"|"Berkshire"|"MA"|"420757N"|"0732920W"|"1850"|"Egremont"|""|"24-FEB-1974"
"Dunbar Brook Dam"|"605906"|"Dam"|"Berkshire"|"MA"|"424215N"|"0725713W"|"997"|"Rowe"|""|"27-AUG-2002"
"Dunbar Brook Reservoir"|"605905"|"Reservoir"|"Berkshire"|"MA"|"424215N"|"0725716W"|"1020"|"Rowe"|""|"27-AUG-2002"
"Dunbar Hill"|"607397"|"Summit"|"Berkshire"|"MA"|"421710N"|"0732251W"|"1184"|"State Line"|""|"24-FEB-1974"
"E Parmalee Prentice Mountain"|"1978704"|"Summit"|"Berkshire"|"MA"|"424012N"|"0731257W"|"1079"|"Williamstown"|""|"16-JAN-2003"
"Eagleton School"|"1978705"|"School"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"16-JAN-2003"
"Eames Hill"|"607886"|"Summit"|"Berkshire"|"MA"|"422254N"|"0730548W"|"1824"|"Peru"|""|"24-FEB-1974"
"East Branch Green River"|"607398"|"Stream"|"Berkshire"|"MA"|"423741N"|"0731331W"|"1020"|"Williamstown"|""|"24-FEB-1974"
"East Branch Housatonic River"|"617109"|"Stream"|"Berkshire"|"MA"|"422600N"|"0731502W"|"965"|"Pittsfield West"|"01-JAN-1946"|"24-FEB-1974"
"East Branch Housatonic River Reservoir"|"605447"|"Reservoir"|"Berkshire"|"MA"|"422812N"|"0731004W"|"1145"|"Pittsfield East"|""|"27-AUG-2002"
"East Brook"|"607399"|"Stream"|"Berkshire"|"MA"|"421607N"|"0731621W"|"935"|"Stockbridge"|""|"24-FEB-1974"
"East Indies Pond"|"607400"|"Lake"|"Berkshire"|"MA"|"420347N"|"0731134W"|"1457"|"South Sandisfield"|"01-JAN-1960"|"24-FEB-1974"
"East Lee"|"607401"|"Populated Place"|"Berkshire"|"MA"|"421750N"|"0731328W"|"1001"|"East Lee"|""|"24-FEB-1974"
"East Lee Post Office (historical)"|"1974989"|"Post Office"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"15-JAN-2003"
"East Main Street Cemetery"|"619375"|"Cemetery"|"Berkshire"|"MA"|"422826N"|"0730903W"|"1175"|"Pittsfield East"|""|"27-AUG-2002"
"East Mountain"|"606134"|"Summit"|"Berkshire"|"MA"|"423552N"|"0731616W"|"2598"|"Hancock"|""|"27-AUG-2002"
"East Mountain"|"607402"|"Summit"|"Berkshire"|"MA"|"421011N"|"0732008W"|"1768"|"Great Barrington"|""|"24-FEB-1974"
"East Mountain"|"607403"|"Summit"|"Bennington"|"VT"|"424441N"|"0730923W"|"2346"|"Williamstown"|""|"24-FEB-1974"
"East Mountain State Forest"|"600358"|"Forest"|"Berkshire"|"MA"|"421005N"|"0731906W"|"1578"|"Great Barrington"|""|"27-AUG-2002"
"East Otis"|"608039"|"Populated Place"|"Berkshire"|"MA"|"421024N"|"0730204W"|"1480"|"Otis"|""|"24-FEB-1974"
"East Otis Post Office"|"1978706"|"Post Office"|"Berkshire"|"MA"|"421035N"|"0730227W"|"1516"|"Otis"|""|"16-JAN-2003"
"East Part Cemetery"|"618108"|"Cemetery"|"Berkshire"|"MA"|"422547N"|"0731158W"|"1083"|"Pittsfield East"|""|"27-AUG-2002"
"East Renfrew"|"1978707"|"Populated Place"|"Berkshire"|"MA"|"423812N"|"0730608W"|"879"|"North Adams"|""|"16-JAN-2003"
"East Rock"|"607404"|"Summit"|"Berkshire"|"MA"|"421120N"|"0732041W"|"1493"|"Great Barrington"|""|"24-FEB-1974"
"East Sheffield"|"607405"|"Populated Place"|"Berkshire"|"MA"|"420252N"|"0731803W"|"696"|"Ashley Falls"|""|"24-FEB-1974"
"East Windsor"|"607887"|"Populated Place"|"Berkshire"|"MA"|"422840N"|"0725908W"|"1381"|"Worthington"|""|"24-FEB-1974"
"East Windsor Cemetery"|"601460"|"Cemetery"|"Berkshire"|"MA"|"422846N"|"0725901W"|"1463"|"Worthington"|""|"27-AUG-2002"
"East Windsor Post Office (historical)"|"1974990"|"Post Office"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"15-JAN-2003"
"Eastern Summit"|"606023"|"Populated Place"|"Berkshire"|"MA"|"424021N"|"0730050W"|"1886"|"North Adams"|""|"27-AUG-2002"
"Eastlawn Cemetery"|"618093"|"Cemetery"|"Berkshire"|"MA"|"424229N"|"0731143W"|"630"|"Williamstown"|""|"27-AUG-2002"
"Eastover"|"606000"|"Populated Place"|"Berkshire"|"MA"|"422215N"|"0731527W"|"1129"|"Stockbridge"|""|"27-AUG-2002"
"Eclipse Dam"|"605903"|"Dam"|"Berkshire"|"MA"|"424206N"|"0730552W"|"846"|"North Adams"|""|"27-AUG-2002"
"Egremont Fire Department"|"2659477"|"Building"|"Berkshire"|"MA"|"421131N"|"0732545W"|"768"|"Egremont"|""|"17-JAN-2011"
"Egremont Fire Department Main Street"|"2659478"|"Building"|"Berkshire"|"MA"|"420940N"|"0732454W"|"728"|"Egremont"|""|"17-JAN-2011"
"Egremont Plain"|"607406"|"Populated Place"|"Berkshire"|"MA"|"421105N"|"0732450W"|"748"|"Egremont"|""|"24-FEB-1974"
"Egremont Plain Post Office (historical)"|"1974991"|"Post Office"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"15-JAN-2003"
"Egremont Police Department"|"2754818"|"Building"|"Berkshire"|"MA"|"421129N"|"0732543W"|"768"|"Egremont"|""|"27-JUN-2014"
"Egremont School"|"1847467"|"School"|"Berkshire"|"MA"|"422615N"|"0731344W"|"1024"|"Pittsfield East"|""|"13-JUL-1999"
"Egypt Reservoir"|"607665"|"Reservoir"|"Berkshire"|"MA"|"422956N"|"0730823W"|"1470"|"Pittsfield East"|""|"24-FEB-1974"
"Egypt Reservoir Dam"|"605501"|"Dam"|"Berkshire"|"MA"|"422954N"|"0730822W"|"1470"|"Pittsfield East"|""|"27-AUG-2002"
"Elbow Trail"|"604075"|"Trail"|"Berkshire"|"MA"|"420654N"|"0732526W"|"1266"|"Bash Bish Falls"|""|"27-AUG-2002"
"Elizabeth S Botsford Memorial Library"|"1978708"|"Building"|"Berkshire"|"MA"|"424242N"|"0731154W"|"650"|"Williamstown"|""|"16-JAN-2003"
"Elmwood Cemetery"|"618085"|"Cemetery"|"Berkshire"|"MA"|"421209N"|"0732036W"|"709"|"Great Barrington"|""|"27-AUG-2002"
"Eph Pond"|"598525"|"Lake"|"Berkshire"|"MA"|"424312N"|"0731150W"|"591"|"Williamstown"|""|"24-FEB-1974"
"Eugene D Moran Wildlife Management Area"|"606506"|"Reserve"|"Berkshire"|"MA"|"423130N"|"0730358W"|"1886"|"Windsor"|""|"01-MAR-1990"
"Eugene L Freel Library"|"1978709"|"Building"|"Berkshire"|"MA"|"424127N"|"0730614W"|"722"|"North Adams"|""|"16-JAN-2003"
"Evangelical Free Church"|"1978710"|"Church"|"Berkshire"|"MA"|"422441N"|"0731500W"|"1060"|"Pittsfield West"|""|"16-JAN-2003"
"Evergreen Hill"|"607408"|"Summit"|"Berkshire"|"MA"|"421540N"|"0731928W"|"958"|"Stockbridge"|""|"24-FEB-1974"
"Excalibur Lake"|"1978711"|"Reservoir"|"Berkshire"|"MA"|"421437N"|"0730301W"|"1522"|"Otis"|""|"16-JAN-2003"
"Factory Brook"|"608040"|"Stream"|"Hampshire"|"MA"|"421833N"|"0730128W"|"866"|"Becket"|""|"24-FEB-1974"
"Fair Shopping Center"|"1978712"|"Locale"|"Berkshire"|"MA"|"421048N"|"0732156W"|"679"|"Great Barrington"|""|"16-JAN-2003"
"Fairfield Brook"|"607409"|"Stream"|"Berkshire"|"MA"|"422318N"|"0732134W"|"1063"|"Pittsfield West"|""|"24-FEB-1974"
"Fairfield Pond"|"607410"|"Lake"|"Berkshire"|"MA"|"422158N"|"0732028W"|"1145"|"Stockbridge"|""|"24-FEB-1974"
"Fairview Cemetery"|"618115"|"Cemetery"|"Berkshire"|"MA"|"422838N"|"0731019W"|"1155"|"Pittsfield East"|""|"27-AUG-2002"
"Fairview Hospital"|"2660413"|"Hospital"|"Berkshire"|"MA"|"421128N"|"0732219W"|"843"|"Great Barrington"|""|"01-FEB-2011"
"Faith Evangelical Lutheran Church"|"1978713"|"Church"|"Berkshire"|"MA"|"422505N"|"0731336W"|"1020"|"Pittsfield East"|""|"16-JAN-2003"
"Fall River"|"608041"|"Stream"|"Berkshire"|"MA"|"420958N"|"0730421W"|"1158"|"Otis"|""|"24-FEB-1974"
"Farm Museum"|"1978714"|"Building"|"Berkshire"|"MA"|"424351N"|"0731436W"|"1060"|"Williamstown"|""|"16-JAN-2003"
"Farmington River Elementary School"|"1978715"|"School"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"16-JAN-2003"
"Farnams"|"607412"|"Populated Place"|"Berkshire"|"MA"|"423230N"|"0731108W"|"1066"|"Cheshire"|"01-JAN-1968"|"24-FEB-1974"
"Farnams Hill"|"607413"|"Summit"|"Berkshire"|"MA"|"423127N"|"0731258W"|"1598"|"Cheshire"|"01-JAN-1968"|"24-FEB-1974"
"Farnams Post Office (historical)"|"1974993"|"Post Office"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"15-JAN-2003"
"Farnham Reservoir"|"607411"|"Reservoir"|"Berkshire"|"MA"|"422321N"|"0731214W"|"1581"|"Pittsfield East"|""|"27-AUG-2002"
"Fawn Lake"|"607414"|"Lake"|"Berkshire"|"MA"|"420634N"|"0732340W"|"692"|"Bash Bish Falls"|"01-JAN-1960"|"24-FEB-1974"
"Federico Office Park"|"1978716"|"Locale"|"Berkshire"|"MA"|"422736N"|"0731132W"|"1027"|"Pittsfield East"|""|"16-JAN-2003"
"Fellowship Bible Church"|"1978717"|"Church"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"16-JAN-2003"
"Felton Lake"|"607415"|"Reservoir"|"Berkshire"|"MA"|"422145N"|"0731319W"|"1575"|"East Lee"|""|"24-FEB-1974"
"Felton Lake Brook"|"607032"|"Stream"|"Berkshire"|"MA"|"422122N"|"0731429W"|"948"|"East Lee"|""|"27-AUG-2002"
"Fenton Brook"|"607416"|"Stream"|"Berkshire"|"MA"|"420930N"|"0732638W"|"755"|"Egremont"|""|"24-FEB-1974"
"Fernwood Reservoir"|"607417"|"Reservoir"|"Berkshire"|"MA"|"422603N"|"0730816W"|"1558"|"Pittsfield East"|""|"24-FEB-1974"
"Field Arboretum"|"1978718"|"Park"|"Berkshire"|"MA"|"421803N"|"0731918W"|"925"|"Stockbridge"|""|"16-JAN-2003"
"Field Chime Tower"|"1978719"|"Tower"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"16-JAN-2003"
"Field Park"|"1978720"|"Park"|"Berkshire"|"MA"|"424249N"|"0731235W"|"718"|"Williamstown"|""|"16-JAN-2003"
"Fife Brook"|"607888"|"Stream"|"Berkshire"|"MA"|"424102N"|"0725838W"|"748"|"Rowe"|""|"24-FEB-1974"
"Filley Mountain"|"608042"|"Summit"|"Berkshire"|"MA"|"421107N"|"0730648W"|"1713"|"Otis"|"01-JAN-1897"|"24-FEB-1974"
"Finerty Pond"|"607418"|"Reservoir"|"Berkshire"|"MA"|"421850N"|"0730957W"|"1916"|"East Lee"|""|"24-FEB-1974"
"Finerty Pond Dam"|"605332"|"Dam"|"Berkshire"|"MA"|"421854N"|"0730946W"|"1919"|"East Lee"|""|"27-AUG-2002"
"First Baptist Church"|"1978721"|"Church"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"16-JAN-2003"
"First Baptist Church"|"1978722"|"Church"|"Berkshire"|"MA"|"422648N"|"0731517W"|"1024"|"Pittsfield West"|""|"16-JAN-2003"
"First Baptist Church"|"1978723"|"Church"|"Berkshire"|"MA"|"424156N"|"0730802W"|"663"|"Williamstown"|""|"16-JAN-2003"
"First Baptist Church"|"1978724"|"Church"|"Berkshire"|"MA"|"424238N"|"0731152W"|"650"|"Williamstown"|""|"16-JAN-2003"
"First Baptist Church"|"1978725"|"Church"|"Berkshire"|"MA"|"423708N"|"0730716W"|"810"|"Windsor"|""|"16-JAN-2003"
"First Baptist Church of Cheshire"|"1978726"|"Church"|"Berkshire"|"MA"|"423346N"|"0730952W"|"1037"|"Cheshire"|""|"16-JAN-2003"
"First Church of Christ Congregational"|"1978727"|"Church"|"Berkshire"|"MA"|"422655N"|"0731511W"|"1037"|"Pittsfield West"|""|"16-JAN-2003"
"First Church of Christ Scientist"|"1978728"|"Church"|"Berkshire"|"MA"|"421123N"|"0732155W"|"725"|"Great Barrington"|""|"16-JAN-2003"
"First Church of Christ Scientist"|"1978729"|"Church"|"Berkshire"|"MA"|"422655N"|"0731508W"|"1037"|"Pittsfield West"|""|"16-JAN-2003"
"First Congregational Church"|"1978730"|"Church"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"16-JAN-2003"
"First Congregational Church"|"1978731"|"Church"|"Berkshire"|"MA"|"421704N"|"0730454W"|"1676"|"Becket"|""|"16-JAN-2003"
"First Congregational Church"|"1978732"|"Church"|"Berkshire"|"MA"|"420939N"|"0732453W"|"722"|"Egremont"|""|"16-JAN-2003"
"First Congregational Church"|"1978733"|"Church"|"Berkshire"|"MA"|"421141N"|"0732142W"|"705"|"Great Barrington"|""|"16-JAN-2003"
"First Congregational Church"|"1978734"|"Church"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"16-JAN-2003"
"First Congregational Church"|"1978735"|"Church"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"16-JAN-2003"
"First Congregational Church"|"1978736"|"Church"|"Berkshire"|"MA"|"422827N"|"0730928W"|"1148"|"Pittsfield East"|""|"16-JAN-2003"
"First Congregational Church"|"1978737"|"Church"|"Berkshire"|"MA"|"421657N"|"0731841W"|"837"|"Stockbridge"|""|"16-JAN-2003"
"First Congregational Church"|"1978738"|"Church"|"Berkshire"|"MA"|"424246N"|"0731213W"|"692"|"Williamstown"|""|"16-JAN-2003"
"First United Methodist Church"|"1978739"|"Church"|"Berkshire"|"MA"|"424156N"|"0730632W"|"735"|"North Adams"|""|"16-JAN-2003"
"First United Methodist Church"|"1978740"|"Church"|"Berkshire"|"MA"|"422701N"|"0731507W"|"1037"|"Pittsfield West"|""|"16-JAN-2003"
"First United Methodist Church"|"1978741"|"Church"|"Berkshire"|"MA"|"424240N"|"0731158W"|"666"|"Williamstown"|""|"16-JAN-2003"
"Flag Rock"|"607420"|"Summit"|"Berkshire"|"MA"|"421518N"|"0732118W"|"1404"|"Stockbridge"|""|"24-FEB-1974"
"Flat Brook"|"607421"|"Stream"|"Berkshire"|"MA"|"422031N"|"0732230W"|"896"|"State Line"|""|"24-FEB-1974"
"Flat Rock Hill"|"607550"|"Summit"|"Berkshire"|"MA"|"424011N"|"0730112W"|"2192"|"North Adams"|""|"24-FEB-1974"
"Flora Glen"|"607422"|"Valley"|"Berkshire"|"MA"|"424229N"|"0731324W"|"778"|"Williamstown"|""|"24-FEB-1974"
"Flora Glen Brook"|"607054"|"Stream"|"Berkshire"|"MA"|"424228N"|"0731318W"|"722"|"Williamstown"|""|"27-AUG-2002"
"Florida"|"607551"|"Populated Place"|"Berkshire"|"MA"|"424000N"|"0730040W"|"1883"|"North Adams"|""|"24-FEB-1974"
"Florida Bridge"|"604080"|"Bridge"|"Berkshire"|"MA"|"423910N"|"0725716W"|"630"|"Rowe"|""|"27-AUG-2002"
"Florida Bridge"|"606115"|"Bridge"|"Franklin"|"MA"|"423910N"|"0725718W"|"663"|"Rowe"|""|"27-AUG-2002"
"Florida Free Library"|"1978742"|"Building"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"16-JAN-2003"
"Florida Post Office (historical)"|"1974992"|"Post Office"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"15-JAN-2003"
"Florida State Forest"|"598710"|"Forest"|"Berkshire"|"MA"|"423915N"|"0730113W"|"1463"|"North Adams"|""|"27-AUG-2002"
"Florida Town Hall"|"1978743"|"Building"|"Berkshire"|"MA"|"424002N"|"0730040W"|"1870"|"North Adams"|""|"16-JAN-2003"
"Florida Volunteer Fire Department Headquarters"|"2659251"|"Building"|"Berkshire"|"MA"|"424143N"|"0730206W"|"2005"|"North Adams"|""|"17-JAN-2011"
"Fobes Hill"|"607552"|"Summit"|"Berkshire"|"MA"|"423118N"|"0730313W"|"2116"|"Windsor"|""|"24-FEB-1974"
"Forbush Wildlife Sanctuary"|"598693"|"Park"|"Berkshire"|"MA"|"423700N"|"0731813W"|"1759"|"Hancock"|""|"27-AUG-2002"
"Ford Brook"|"607423"|"Stream"|"Berkshire"|"MA"|"422412N"|"0731945W"|"1132"|"Pittsfield West"|""|"24-FEB-1974"
"Ford Glen"|"607424"|"Valley"|"Berkshire"|"MA"|"424327N"|"0731317W"|"791"|"Williamstown"|""|"24-FEB-1974"
"Ford Glen Brook"|"607055"|"Stream"|"Berkshire"|"MA"|"424337N"|"0731248W"|"577"|"Williamstown"|""|"27-AUG-2002"
"Ford Hill"|"607425"|"Summit"|"Berkshire"|"MA"|"420445N"|"0731506W"|"1398"|"Ashley Falls"|""|"24-FEB-1974"
"Forest Park Country Club"|"1978744"|"Locale"|"Berkshire"|"MA"|"423710N"|"0730733W"|"938"|"Cheshire"|""|"16-JAN-2003"
"Fort Massachusetts (historical)"|"618454"|"Locale"|"Berkshire"|"MA"|"424130N"|"0730838W"|"807"|"Williamstown"|""|"27-AUG-2002"
"Fort Massachusetts (historical)"|"1978745"|"Military"|"Berkshire"|"MA"|"424158N"|"0730837W"|"650"|"Williamstown"|""|"16-JAN-2003"
