"Feature Name"|"ID"|"Class"|"County"|"State"|"Latitude"|"Longitude"|"Ele(ft)"|"Map"|"BGN Date"|"Entry Date"|
"Lenox Fire Department Lenox Dale Station"|"2659436"|"Building"|"Berkshire"|"MA"|"422009N"|"0731450W"|"981"|"East Lee"|""|"17-JAN-2011"
"Lenox Fire Department New Lenox Station"|"2659437"|"Building"|"Berkshire"|"MA"|"422355N"|"0731606W"|"1129"|"Pittsfield West"|""|"17-JAN-2011"
"Lenox High School"|"600359"|"School"|"Berkshire"|"MA"|"422107N"|"0731532W"|"1115"|"Stockbridge"|""|"27-AUG-2002"
"Lenox House Country Shops"|"603533"|"Locale"|"Berkshire"|"MA"|"422339N"|"0731615W"|"1165"|"Pittsfield West"|""|"27-AUG-2002"
"Lenox House Country Shops Shopping Center"|"1978811"|"Locale"|"Berkshire"|"MA"|"422327N"|"0731620W"|"1253"|"Pittsfield West"|""|"16-JAN-2003"
"Lenox Library"|"606001"|"Building"|"Berkshire"|"MA"|"422129N"|"0731701W"|"1253"|"Stockbridge"|""|"27-AUG-2002"
"Lenox Library Association"|"2341358"|"Building"|"Berkshire"|"MA"|"422128N"|"0731705W"|"1250"|"Stockbridge"|""|"23-AUG-2007"
"Lenox Library Association Library"|"1978812"|"Building"|"Berkshire"|"MA"|"422127N"|"0731702W"|"1253"|"Stockbridge"|""|"16-JAN-2003"
"Lenox Memorial High School"|"1978813"|"School"|"Berkshire"|"MA"|"422107N"|"0731533W"|"1115"|"Stockbridge"|""|"16-JAN-2003"
"Lenox Mountain"|"607515"|"Summit"|"Berkshire"|"MA"|"422405N"|"0731822W"|"2093"|"Pittsfield West"|""|"24-FEB-1974"
"Lenox Mountain Brook"|"607516"|"Stream"|"Berkshire"|"MA"|"422117N"|"0732133W"|"968"|"Stockbridge"|""|"24-FEB-1974"
"Lenox Police Department"|"2754883"|"Building"|"Berkshire"|"MA"|"422123N"|"0731705W"|"1253"|"Stockbridge"|""|"27-JUN-2014"
"Lenox Post Office"|"1978814"|"Post Office"|"Berkshire"|"MA"|"422132N"|"0731701W"|"1237"|"Stockbridge"|""|"16-JAN-2003"
"Lenox Reservoirs"|"607517"|"Reservoir"|"Berkshire"|"MA"|"422215N"|"0731928W"|"1489"|"Stockbridge"|""|"24-FEB-1974"
"Lenox School"|"598706"|"School"|"Berkshire"|"MA"|"422054N"|"0731700W"|"1165"|"Stockbridge"|""|"27-AUG-2002"
"Lenox Station"|"607518"|"Populated Place"|"Berkshire"|"MA"|"422100N"|"0731440W"|"958"|"East Lee"|""|"24-FEB-1974"
"Lenox Volunteer Ambulance Squad"|"2669318"|"Building"|"Berkshire"|"MA"|"422123N"|"0731705W"|"1250"|"Stockbridge"|""|"17-JUN-2011"
"Lewis Hill"|"607519"|"Summit"|"Berkshire"|"MA"|"423707N"|"0730146W"|"2152"|"Windsor"|""|"24-FEB-1974"
"Lichtenstein Center for the Arts"|"2091853"|"Building"|"Berkshire"|"MA"|"422702N"|"0731508W"|"1037"|"Pittsfield West"|""|"29-JUL-2006"
"Lilly Brook"|"607520"|"Stream"|"Berkshire"|"MA"|"422636N"|"0731849W"|"1073"|"Pittsfield West"|""|"24-FEB-1974"
"Lily Brook"|"607521"|"Stream"|"Berkshire"|"MA"|"422009N"|"0731838W"|"928"|"Stockbridge"|""|"24-FEB-1974"
"Lily Pond"|"607522"|"Lake"|"Berkshire"|"MA"|"422035N"|"0731747W"|"971"|"Stockbridge"|""|"24-FEB-1974"
"Lindley Park"|"604038"|"Park"|"Berkshire"|"MA"|"424114N"|"0731402W"|"866"|"Williamstown"|""|"27-AUG-2002"
"Linear Park"|"1978816"|"Park"|"Berkshire"|"MA"|"424234N"|"0731157W"|"620"|"Williamstown"|""|"16-JAN-2003"
"Little Egypt"|"617994"|"Populated Place"|"Berkshire"|"MA"|"423620N"|"0730451W"|"1611"|"Windsor"|""|"24-FEB-1974"
"Little Egypt Reservoir"|"607666"|"Reservoir"|"Berkshire"|"MA"|"422940N"|"0730817W"|"1384"|"Pittsfield East"|""|"24-FEB-1974"
"Little Johnny Mountain"|"607523"|"Summit"|"Berkshire"|"MA"|"420652N"|"0732143W"|"807"|"Ashley Falls"|""|"24-FEB-1974"
"Little Robin Hood Lake Dam"|"605221"|"Dam"|"Berkshire"|"MA"|"421530N"|"0730416W"|"1591"|"Becket"|""|"27-AUG-2002"
"Little Robin Lake"|"1978817"|"Reservoir"|"Berkshire"|"MA"|"421530N"|"0730423W"|"1585"|"Becket"|""|"16-JAN-2003"
"Livermore Peak"|"607524"|"Summit"|"Berkshire"|"MA"|"421142N"|"0731643W"|"1821"|"Great Barrington"|""|"24-FEB-1974"
"Living God Fellowship Church"|"1978818"|"Church"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"16-JAN-2003"
"Long Bown Lake Dam"|"605222"|"Dam"|"Berkshire"|"MA"|"421530N"|"0730534W"|"1640"|"Becket"|""|"27-AUG-2002"
"Long Pond"|"607525"|"Reservoir"|"Berkshire"|"MA"|"421354N"|"0732328W"|"889"|"Egremont"|""|"24-FEB-1974"
"Long Pond Brook"|"607526"|"Stream"|"Berkshire"|"MA"|"421224N"|"0732328W"|"715"|"Egremont"|""|"24-FEB-1974"
"Long Pond Dam"|"605148"|"Dam"|"Berkshire"|"MA"|"421330N"|"0732316W"|"919"|"Egremont"|""|"27-AUG-2002"
"Loom Brook"|"607527"|"Stream"|"Berkshire"|"MA"|"421123N"|"0731250W"|"1280"|"Monterey"|""|"24-FEB-1974"
"Love of Peace Cemetery"|"598689"|"Cemetery"|"Berkshire"|"MA"|"422958N"|"0731657W"|"1204"|"Pittsfield West"|""|"27-AUG-2002"
"Lower Barkerville Post Office (historical)"|"618851"|"Post Office"|"Berkshire"|"MA"|"422622N"|"0731803W"|"1030"|"Pittsfield West"|""|"27-AUG-2002"
"Lower Pecks Pond Dam"|"605457"|"Dam"|"Berkshire"|"MA"|"422818N"|"0731540W"|"1066"|"Pittsfield West"|""|"27-AUG-2002"
"Lower Reservoir"|"607528"|"Reservoir"|"Berkshire"|"MA"|"421926N"|"0731345W"|"1099"|"East Lee"|""|"24-FEB-1974"
"Lower Reservoir"|"607529"|"Reservoir"|"Berkshire"|"MA"|"424131N"|"0730706W"|"909"|"North Adams"|""|"24-FEB-1974"
"Lower Reservoir Bear Swamp"|"617954"|"Reservoir"|"Berkshire"|"MA"|"424120N"|"0725816W"|"830"|"Rowe"|""|"24-FEB-1974"
"Lower Sackett Reservoir"|"607530"|"Reservoir"|"Berkshire"|"MA"|"422518N"|"0730959W"|"1299"|"Pittsfield East"|""|"24-FEB-1974"
"Lower Spectacle Pond"|"608064"|"Reservoir"|"Berkshire"|"MA"|"421000N"|"0730707W"|"1404"|"Otis"|""|"24-FEB-1974"
"Lower Spectacle Pond Dam"|"604995"|"Dam"|"Berkshire"|"MA"|"420936N"|"0730710W"|"1430"|"Otis"|""|"27-AUG-2002"
"Lulu Brook"|"607531"|"Stream"|"Berkshire"|"MA"|"422850N"|"0731728W"|"1112"|"Pittsfield West"|""|"24-FEB-1974"
"Lulu Cascade"|"607532"|"Falls"|"Berkshire"|"MA"|"422941N"|"0731758W"|"1309"|"Pittsfield West"|""|"24-FEB-1974"
"Macedonia Baptist Church"|"1978819"|"Church"|"Berkshire"|"MA"|"421146N"|"0732145W"|"709"|"Great Barrington"|""|"16-JAN-2003"
"Mad River"|"607561"|"Stream"|"Berkshire"|"MA"|"421610N"|"0731456W"|"840"|"East Lee"|""|"24-FEB-1974"
"Mahanna Cobble"|"607562"|"Summit"|"Berkshire"|"MA"|"422433N"|"0731719W"|"1883"|"Pittsfield West"|""|"24-FEB-1974"
"Mahican Brook"|"607033"|"Stream"|"Berkshire"|"MA"|"422013N"|"0731926W"|"965"|"Stockbridge"|""|"27-AUG-2002"
"Mahkeenac Heights"|"607564"|"Populated Place"|"Berkshire"|"MA"|"421935N"|"0731843W"|"1102"|"Stockbridge"|""|"24-FEB-1974"
"Mahkeenac Shores"|"1978821"|"Populated Place"|"Berkshire"|"MA"|"421951N"|"0731851W"|"971"|"Stockbridge"|""|"16-JAN-2003"
"Mahkeenac Terrace"|"1978822"|"Populated Place"|"Berkshire"|"MA"|"421959N"|"0731851W"|"961"|"Stockbridge"|""|"16-JAN-2003"
"Main Street Cemetery"|"618114"|"Summit"|"Berkshire"|"MA"|"422830N"|"0731028W"|"1155"|"Pittsfield East"|""|"27-AUG-2002"
"Maloy Brook"|"617901"|"Stream"|"Berkshire"|"MA"|"422629N"|"0731630W"|"971"|"Pittsfield West"|""|"24-FEB-1974"
"Manning Brook"|"607919"|"Stream"|"Berkshire"|"MA"|"423817N"|"0725908W"|"1089"|"Rowe"|""|"24-FEB-1974"
"Mansfield Pond"|"607565"|"Lake"|"Berkshire"|"MA"|"421212N"|"0732204W"|"853"|"Great Barrington"|""|"24-FEB-1974"
"Maple Grove"|"607567"|"Populated Place"|"Berkshire"|"MA"|"423653N"|"0730743W"|"883"|"Cheshire"|""|"24-FEB-1974"
"Maple Hill"|"607566"|"Summit"|"Berkshire"|"MA"|"421838N"|"0732323W"|"1745"|"State Line"|""|"24-FEB-1974"
"Maple Street Cemetery"|"598714"|"Cemetery"|"Berkshire"|"MA"|"423734N"|"0730719W"|"840"|"North Adams"|""|"27-AUG-2002"
"Maple Street Cemetery"|"606497"|"Cemetery"|"Berkshire"|"MA"|"423736N"|"0730722W"|"853"|"North Adams"|""|"01-MAR-1990"
"Marlboro Academy"|"618139"|"School"|"Berkshire"|"MA"|"420748N"|"0731353W"|"1362"|"Monterey"|""|"27-AUG-2002"
"Marsh Brook"|"607569"|"Stream"|"Berkshire"|"MA"|"422039N"|"0731740W"|"971"|"Stockbridge"|""|"24-FEB-1974"
"Marsh Brook"|"617907"|"Stream"|"Berkshire"|"MA"|"421752N"|"0731822W"|"978"|"Stockbridge"|""|"24-FEB-1974"
"Marsh Pond"|"607570"|"Lake"|"Berkshire"|"MA"|"421019N"|"0732654W"|"843"|"Egremont"|"01-JAN-1897"|"24-FEB-1974"
"Mason Hill"|"607572"|"Summit"|"Berkshire"|"MA"|"424434N"|"0731150W"|"1132"|"Williamstown"|""|"24-FEB-1974"
"Mason Library"|"1978823"|"Building"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"16-JAN-2003"
"Massachusetts College of Liberal Arts"|"606687"|"School"|"Berkshire"|"MA"|"424128N"|"0730613W"|"735"|"North Adams"|""|"27-AUG-2002"
"Massachusetts Museum of Contemporary Art"|"1978824"|"Building"|"Berkshire"|"MA"|"424208N"|"0730716W"|"679"|"North Adams"|""|"16-JAN-2003"
"Massachusetts State Police Cheshire Station B4"|"2755158"|"Building"|"Berkshire"|"MA"|"423517N"|"0730849W"|"1102"|"Cheshire"|""|"27-JUN-2014"
"Massachusetts State Police Lee Station B1"|"2755155"|"Building"|"Berkshire"|"MA"|"421858N"|"0731526W"|"981"|"Stockbridge"|""|"27-JUN-2014"
"Masters Christian School"|"1978825"|"School"|"Berkshire"|"MA"|"422656N"|"0731453W"|"1027"|"Pittsfield East"|""|"16-JAN-2003"
"Mauserts Pond"|"607573"|"Reservoir"|"Berkshire"|"MA"|"424412N"|"0730445W"|"1073"|"North Adams"|""|"24-FEB-1974"
"Mauserts Pond North Dam"|"605931"|"Dam"|"Berkshire"|"MA"|"424424N"|"0730434W"|"1076"|"North Adams"|""|"27-AUG-2002"
"Mauserts Pond South Dam"|"605928"|"Dam"|"Berkshire"|"MA"|"424412N"|"0730428W"|"1089"|"North Adams"|""|"27-AUG-2002"
"May Brook"|"607574"|"Stream"|"Berkshire"|"MA"|"422636N"|"0731849W"|"1073"|"Pittsfield West"|""|"24-FEB-1974"
"McDonald Brook"|"607560"|"Stream"|"Berkshire"|"MA"|"423315N"|"0730825W"|"1102"|"Cheshire"|""|"24-FEB-1974"
"Meadowvale"|"1978826"|"Populated Place"|"Berkshire"|"MA"|"424204N"|"0731107W"|"643"|"Williamstown"|""|"16-JAN-2003"
"Memorial Park"|"606665"|"Locale"|"Berkshire"|"MA"|"422627N"|"0731520W"|"1040"|"Pittsfield West"|""|"27-AUG-2002"
"Mercer School (historical)"|"618128"|"School"|"Berkshire"|"MA"|"423854N"|"0703946W"|"79"|"Pittsfield East"|""|"27-AUG-2002"
"Merrell Tavern (historical)"|"1978827"|"Building"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"16-JAN-2003"
"Merwin House"|"1978828"|"Building"|"Berkshire"|"MA"|"421659N"|"0731957W"|"843"|"Stockbridge"|""|"16-JAN-2003"
"Merwin House Museum"|"606037"|"Building"|"Berkshire"|"MA"|"421658N"|"0731848W"|"843"|"Stockbridge"|""|"27-AUG-2002"
"Metacomet Ridge"|"2375029"|"Range"|"Hampshire"|"MA"|"415003N"|"0724750W"|"801"|"Avon"|""|"21-JAN-2008"
"Middle Branch Westfield River"|"608613"|"Stream"|"Hampshire"|"MA"|"421535N"|"0725158W"|"394"|"Westhampton"|""|"24-FEB-1974"
"Middlefield State Forest"|"598732"|"Forest"|"Hampshire"|"MA"|"422115N"|"0730228W"|"1558"|"Becket"|""|"27-AUG-2002"
"Mill Brook"|"607576"|"Stream"|"Berkshire"|"MA"|"422316N"|"0731424W"|"955"|"Pittsfield East"|""|"24-FEB-1974"
"Mill Brook Reservoir"|"607577"|"Reservoir"|"Berkshire"|"MA"|"422347N"|"0731247W"|"1325"|"Pittsfield East"|""|"24-FEB-1974"
"Mill Pond"|"607578"|"Lake"|"Berkshire"|"MA"|"420401N"|"0731145W"|"1453"|"South Sandisfield"|""|"24-FEB-1974"
"Mill Pond"|"607579"|"Reservoir"|"Berkshire"|"MA"|"420735N"|"0732227W"|"666"|"Great Barrington"|""|"24-FEB-1974"
"Mill Pond"|"607580"|"Reservoir"|"Berkshire"|"MA"|"420928N"|"0732524W"|"728"|"Egremont"|""|"24-FEB-1974"
"Mill Pond Dam"|"604899"|"Dam"|"Berkshire"|"MA"|"420712N"|"0732146W"|"669"|"Ashley Falls"|""|"27-AUG-2002"
"Mill Pond Dam"|"604989"|"Dam"|"Berkshire"|"MA"|"420930N"|"0732516W"|"738"|"Egremont"|""|"27-AUG-2002"
"Mill River"|"607581"|"Populated Place"|"Berkshire"|"MA"|"420650N"|"0731603W"|"837"|"Ashley Falls"|""|"24-FEB-1974"
"Mill River Cemetery"|"618080"|"Cemetery"|"Berkshire"|"MA"|"420629N"|"0731547W"|"902"|"Ashley Falls"|""|"27-AUG-2002"
"Mill River Post Office"|"1978829"|"Post Office"|"Berkshire"|"MA"|"420648N"|"0731603W"|"830"|"Ashley Falls"|""|"16-JAN-2003"
"Mill River Town Hall"|"1978830"|"Building"|"Berkshire"|"MA"|"420656N"|"0731608W"|"817"|"Ashley Falls"|""|"16-JAN-2003"
"Mill Village Historic District"|"1978831"|"Park"|"Berkshire"|"MA"|"424301N"|"0731122W"|"620"|"Williamstown"|""|"16-JAN-2003"
"Miller Brook"|"619259"|"Stream"|"Berkshire"|"MA"|"423731N"|"0730648W"|"797"|"North Adams"|""|"24-FEB-1974"
"Mills Hollow"|"607582"|"Valley"|"Berkshire"|"MA"|"423847N"|"0731549W"|"938"|"Berlin"|""|"24-FEB-1974"
"Miner Brook"|"608068"|"Stream"|"Berkshire"|"MA"|"420910N"|"0730356W"|"1450"|"Otis"|""|"24-FEB-1974"
"Mirror Lake"|"608069"|"Lake"|"Berkshire"|"MA"|"420444N"|"0730544W"|"1178"|"Tolland Center"|""|"24-FEB-1974"
"Mirror Lake Dam"|"604764"|"Dam"|"Berkshire"|"MA"|"420448N"|"0730534W"|"1181"|"Tolland Center"|""|"27-AUG-2002"
"Misery Mountain"|"607583"|"Summit"|"Rensselaer"|"NY"|"423920N"|"0731755W"|"2687"|"Berlin"|""|"24-FEB-1974"
"Miss Hall's School"|"618119"|"School"|"Berkshire"|"MA"|"422530N"|"0731438W"|"1001"|"Pittsfield East"|""|"27-AUG-2002"
"Mission House"|"1978832"|"Building"|"Berkshire"|"MA"|"421702N"|"0731856W"|"843"|"Stockbridge"|""|"16-JAN-2003"
"Mitchell Brook"|"607584"|"Stream"|"Berkshire"|"MA"|"423712N"|"0731325W"|"1109"|"Cheshire"|""|"24-FEB-1974"
"Mohawk Brook"|"607585"|"Stream"|"Berkshire"|"MA"|"421710N"|"0732133W"|"850"|"Stockbridge"|""|"24-FEB-1974"
"Mohawk Lake"|"607586"|"Lake"|"Berkshire"|"MA"|"421745N"|"0732125W"|"935"|"Stockbridge"|""|"24-FEB-1974"
"Money Brook"|"607587"|"Stream"|"Berkshire"|"MA"|"423957N"|"0731106W"|"2028"|"Williamstown"|""|"24-FEB-1974"
"Money Brook Falls"|"1978833"|"Falls"|"Berkshire"|"MA"|"423944N"|"0731012W"|"1886"|"Williamstown"|""|"16-JAN-2003"
"Mongue Meadow Brook"|"607922"|"Stream"|"Berkshire"|"MA"|"422805N"|"0725923W"|"1539"|"Worthington"|""|"24-FEB-1974"
"Monterey"|"607588"|"Populated Place"|"Berkshire"|"MA"|"421045N"|"0731243W"|"1266"|"Monterey"|""|"24-FEB-1974"
"Monterey Fire Company"|"2659061"|"Building"|"Berkshire"|"MA"|"421045N"|"0731301W"|"1316"|"Monterey"|""|"17-JAN-2011"
"Monterey Library"|"1978834"|"Building"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"16-JAN-2003"
"Monterey Police Department"|"2754827"|"Building"|"Berkshire"|"MA"|"421047N"|"0731249W"|"1260"|"Monterey"|""|"27-JUN-2014"
"Monterey Post Office"|"1978835"|"Post Office"|"Berkshire"|"MA"|"421046N"|"0731247W"|"1253"|"Monterey"|""|"16-JAN-2003"
"Monterey Town Hall"|"1978836"|"Building"|"Berkshire"|"MA"|"421047N"|"0731248W"|"1250"|"Monterey"|""|"16-JAN-2003"
"Monterey United Church of Christ"|"1978837"|"Church"|"Berkshire"|"MA"|"421046N"|"0731245W"|"1260"|"Monterey"|""|"16-JAN-2003"
"Montville"|"607589"|"Populated Place"|"Berkshire"|"MA"|"420707N"|"0730733W"|"1175"|"South Sandisfield"|""|"24-FEB-1974"
"Montville Cemetery"|"598708"|"Cemetery"|"Berkshire"|"MA"|"420659N"|"0730809W"|"1467"|"South Sandisfield"|""|"27-AUG-2002"
"Montville Post Office (historical)"|"1974999"|"Post Office"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"15-JAN-2003"
"Monument Mills"|"1978838"|"Locale"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"16-JAN-2003"
"Monument Mountain"|"607590"|"Summit"|"Berkshire"|"MA"|"421625N"|"0732108W"|"1033"|"Stockbridge"|""|"24-FEB-1974"
"Monument Mountain High School"|"1847466"|"School"|"Berkshire"|"MA"|"421458N"|"0731943W"|"896"|"Great Barrington"|""|"13-JUL-1999"
"Monument Mountain Reservation"|"604046"|"Park"|"Berkshire"|"MA"|"421443N"|"0732026W"|"1273"|"Great Barrington"|""|"27-AUG-2002"
"Monument Square-Eagle Street Historic District"|"1978839"|"Park"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"16-JAN-2003"
"Moody Bridge"|"1978840"|"Bridge"|"Berkshire"|"MA"|"424337N"|"0731215W"|"587"|"Williamstown"|""|"16-JAN-2003"
"Moores Summit"|"607591"|"Gap"|"Berkshire"|"MA"|"424120N"|"0730118W"|"2215"|"North Adams"|""|"24-FEB-1974"
"Morewood Lake"|"607592"|"Lake"|"Berkshire"|"MA"|"422535N"|"0731504W"|"961"|"Pittsfield West"|""|"24-FEB-1974"
"Morewood School"|"1978841"|"School"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"16-JAN-2003"
"Morgan Brook"|"608071"|"Stream"|"Berkshire"|"MA"|"422008N"|"0730550W"|"1430"|"Becket"|""|"24-FEB-1974"
"Morley Hill"|"607593"|"Summit"|"Berkshire"|"MA"|"421000N"|"0730951W"|"1841"|"Monterey"|""|"24-FEB-1974"
"Morley Swamp Dam"|"604949"|"Dam"|"Berkshire"|"MA"|"420824N"|"0731016W"|"1637"|"Monterey"|""|"27-AUG-2002"
"Morley Swamp Reservoir"|"604948"|"Reservoir"|"Berkshire"|"MA"|"420826N"|"0731021W"|"1637"|"Monterey"|""|"27-AUG-2002"
"Morningside Baptist Church"|"1978842"|"Church"|"Berkshire"|"MA"|"422727N"|"0731425W"|"1020"|"Pittsfield East"|""|"16-JAN-2003"
"Morningside Community School"|"1978843"|"School"|"Berkshire"|"MA"|"422725N"|"0731436W"|"1024"|"Pittsfield East"|""|"16-JAN-2003"
"Morris Elementary School"|"618077"|"School"|"Berkshire"|"MA"|"422116N"|"0731748W"|"1063"|"Stockbridge"|""|"27-AUG-2002"
"Mount Amos"|"607270"|"Summit"|"Berkshire"|"MA"|"423418N"|"0730754W"|"1506"|"Cheshire"|""|"24-FEB-1974"
"Mount Ashley"|"607279"|"Summit"|"Berkshire"|"MA"|"420340N"|"0732830W"|"2379"|"Bash Bish Falls"|""|"24-FEB-1974"
"Mount Bushnell"|"607335"|"Summit"|"Berkshire"|"MA"|"420753N"|"0732553W"|"1801"|"Egremont"|""|"24-FEB-1974"
"Mount Darby"|"607385"|"Summit"|"Berkshire"|"MA"|"420755N"|"0732728W"|"2028"|"Egremont"|""|"24-FEB-1974"
"Mount Ethel"|"607407"|"Summit"|"Berkshire"|"MA"|"420728N"|"0732848W"|"1923"|"Bash Bish Falls"|""|"24-FEB-1974"
"Mount Everett"|"619256"|"Summit"|"Berkshire"|"MA"|"420606N"|"0732558W"|"2595"|"Bash Bish Falls"|"01-JAN-1897"|"24-FEB-1974"
"Mount Everett Regional School"|"598671"|"School"|"Berkshire"|"MA"|"420625N"|"0732230W"|"682"|"Bash Bish Falls"|""|"27-AUG-2002"
"Mount Everett Regional School Library"|"2341543"|"Building"|"Berkshire"|"MA"|"420622N"|"0732229W"|"679"|"Ashley Falls"|""|"23-AUG-2007"
"Mount Fitch"|"607419"|"Summit"|"Berkshire"|"MA"|"423921N"|"0730936W"|"3104"|"Williamstown"|""|"24-FEB-1974"
"Mount Fray"|"607427"|"Summit"|"Berkshire"|"MA"|"420925N"|"0732853W"|"1900"|"Egremont"|""|"24-FEB-1974"
"Mount Frissell"|"607428"|"Summit"|"Berkshire"|"MA"|"420304N"|"0732855W"|"2451"|"Bash Bish Falls"|""|"24-FEB-1974"
"Mount Gobble"|"608044"|"Summit"|"Berkshire"|"MA"|"421730N"|"0730118W"|"1542"|"Becket"|""|"24-FEB-1974"
"Mount Greylock"|"607448"|"Summit"|"Berkshire"|"MA"|"423814N"|"0730957W"|"3491"|"Williamstown"|""|"24-FEB-1974"
"Mount Greylock Christian School"|"1978844"|"School"|"Berkshire"|"MA"|"423747N"|"0730731W"|"932"|"Williamstown"|""|"16-JAN-2003"
"Mount Greylock Regional High School"|"618091"|"School"|"Berkshire"|"MA"|"424015N"|"0731428W"|"965"|"Williamstown"|""|"27-AUG-2002"
"Mount Greylock Ski Club"|"604051"|"Locale"|"Berkshire"|"MA"|"423759N"|"0731255W"|"1322"|"Williamstown"|""|"27-AUG-2002"
"Mount Greylock State Reservation"|"618104"|"Park"|"Berkshire"|"MA"|"423700N"|"0731113W"|"3084"|"Cheshire"|""|"27-AUG-2002"
"Mount Hope Farm"|"606491"|"Locale"|"Berkshire"|"MA"|"424005N"|"0731313W"|"1033"|"Williamstown"|""|"01-MAR-1990"
"Mount Hope Park"|"1978845"|"Park"|"Berkshire"|"MA"|"424040N"|"0731238W"|"745"|"Williamstown"|""|"16-JAN-2003"
"Mount Lebanon"|"608606"|"Summit"|"Berkshire"|"MA"|"422722N"|"0732210W"|"1676"|"Pittsfield West"|""|"24-FEB-1974"
"Mount Lebanon Brook"|"607595"|"Stream"|"Berkshire"|"MA"|"422458N"|"0731949W"|"1122"|"Pittsfield West"|""|"24-FEB-1974"
"Mount Plantain"|"617422"|"Summit"|"Berkshire"|"MA"|"420348N"|"0732713W"|"2044"|"Bash Bish Falls"|"01-JAN-1897"|"24-FEB-1974"
"Mount Prospect"|"209103"|"Summit"|"Litchfield"|"CT"|"420224N"|"0730332W"|"1280"|"Tolland Center"|""|"12-SEP-1979"
"Mount Prospect"|"607654"|"Summit"|"Berkshire"|"MA"|"423945N"|"0731100W"|"2684"|"Williamstown"|""|"24-FEB-1974"
"Mount Race"|"607657"|"Summit"|"Berkshire"|"MA"|"420455N"|"0732555W"|"2359"|"Bash Bish Falls"|""|"24-FEB-1974"
"Mount Saint Lawrence Novitiate"|"598735"|"School"|"Berkshire"|"MA"|"422005N"|"0730413W"|"1339"|"Becket"|""|"27-AUG-2002"
"Mount Sterling"|"607745"|"Summit"|"Berkshire"|"MA"|"420852N"|"0732753W"|"1522"|"Egremont"|""|"24-FEB-1974"
"Mount Undine"|"607786"|"Summit"|"Berkshire"|"MA"|"420655N"|"0732603W"|"2188"|"Bash Bish Falls"|""|"24-FEB-1974"
"Mount Washington Lookout Tower"|"604076"|"Tower"|"Berkshire"|"MA"|"420613N"|"0732558W"|"2516"|"Bash Bish Falls"|""|"27-AUG-2002"
"Mount Washington Post Office (historical)"|"1975000"|"Post Office"|"Berkshire"|"MA"|"Unknown"|"Unknown"|""|"Pittsfield East"|""|"15-JAN-2003"
"Mount Washington State Forest"|"606691"|"Forest"|"Berkshire"|"MA"|"420830N"|"0732828W"|"1467"|"Egremont"|""|"27-AUG-2002"
"Mount Whitbeck"|"607814"|"Summit"|"Berkshire"|"MA"|"420845N"|"0732811W"|"1814"|"Egremont"|""|"24-FEB-1974"
"Mount Wilcox"|"607821"|"Summit"|"Berkshire"|"MA"|"421309N"|"0731558W"|"2106"|"Great Barrington"|""|"24-FEB-1974"
"Mount Williams"|"607823"|"Summit"|"Berkshire"|"MA"|"424003N"|"0730930W"|"2963"|"Williamstown"|""|"24-FEB-1974"
"Mount Williams Reservoir"|"607596"|"Reservoir"|"Berkshire"|"MA"|"424106N"|"0730913W"|"1040"|"Williamstown"|""|"24-FEB-1974"
"Mount Williams Reservoir Dam"|"605881"|"Dam"|"Berkshire"|"MA"|"424112N"|"0730922W"|"1040"|"Williamstown"|""|"27-AUG-2002"
"Mountain View Cemetery"|"618136"|"Cemetery"|"Berkshire"|"MA"|"422111N"|"0731450W"|"1060"|"East Lee"|""|"27-AUG-2002"
"Mud Pond"|"606128"|"Lake"|"Berkshire"|"MA"|"421310N"|"0730057W"|"1470"|"Otis"|""|"27-AUG-2002"
"Mud Pond"|"607599"|"Lake"|"Berkshire"|"MA"|"421314N"|"0730856W"|"1804"|"Monterey"|""|"24-FEB-1974"
"Mud Pond"|"607600"|"Lake"|"Berkshire"|"MA"|"422202N"|"0731055W"|"1827"|"East Lee"|""|"24-FEB-1974"
"Mud Pond"|"607601"|"Lake"|"Berkshire"|"MA"|"422510N"|"0731802W"|"1152"|"Pittsfield West"|""|"24-FEB-1974"
"Mud Pond"|"608072"|"Lake"|"Berkshire"|"MA"|"421418N"|"0730613W"|"1535"|"Otis"|""|"24-FEB-1974"
"Mud Ponds"|"607602"|"Lake"|"Berkshire"|"MA"|"422052N"|"0732233W"|"896"|"State Line"|""|"24-FEB-1974"
"Muddy Brook"|"607597"|"Stream"|"Berkshire"|"MA"|"421338N"|"0731910W"|"850"|"Great Barrington"|""|"24-FEB-1974"
"Muddy Brook"|"607598"|"Stream"|"Berkshire"|"MA"|"423029N"|"0731200W"|"971"|"Cheshire"|""|"24-FEB-1974"
"Muddy Pond"|"607926"|"Lake"|"Berkshire"|"MA"|"422312N"|"0730641W"|"1437"|"Peru"|""|"24-FEB-1974"
